timestamp,ax,ay,az,gx,gy,gz,p1,p2
27467,3.59,7.47,-5.63,-0.4,0.5,-0.1,20,5
27490,4.09,8.3,-5.01,-0.18,0.47,0.01,21,15
27512,4.44,8.36,-4.68,-0.03,0.23,0.07,21,12
27534,4.32,7.53,-5.61,0.05,-0.09,-0.02,21,16
27557,3.68,7.24,-6.74,0.02,-0.07,-0.07,24,14
27579,3.4,7.03,-7.16,-0.12,0.06,-0.06,23,15
27602,3.92,6.94,-6.89,-0.26,0.21,-0.1,20,10
27625,3.81,8.71,-5.03,-0.2,0.21,-0.02,21,15
27648,4.36,7.35,-5.07,-0.13,-0.02,0.05,23,18
27671,5.07,7.51,-5.42,-0.04,-0.15,-0.04,26,8
27699,3.23,7.83,-6.11,-0.1,-0.18,0.1,26,12
27722,2.55,7.65,-6.63,-0.17,-0.03,0.37,21,9
27744,4.06,7.4,-7.14,-0.15,-0.08,0.15,25,24
27767,3.47,8.16,-6.55,-0.15,0.22,0.17,24,30
27789,5.76,7.73,-5.89,-0.3,-0.05,-0.11,23,30
27812,4.05,7.18,-5.12,-0.17,-0.15,-0.43,21,29
27835,3.7,6.93,-5.54,-0.01,-0.01,-0.69,22,34
27858,2.61,8.31,-6.31,-0.02,0.14,-0.29,19,32
27880,4.39,7.47,-6.08,-0.02,-0.03,-0.02,22,33
27903,4.14,7.6,-5.71,-0.03,-0.11,-0.1,22,38
27926,1.99,7.99,-5.44,-0.09,-0.15,0.29,21,31
27949,4.54,7.08,-5.15,-0.01,-0.24,0.56,22,25
27972,3.77,7.61,-6.57,-0.13,-0.17,0.18,20,25
27994,3.16,8.08,-6.6,-0.14,-0.08,-0.0,20,37
28017,4.46,8.26,-6.71,-0.26,-0.07,-0.1,21,34
28040,4.0,7.58,-5.94,-0.36,-0.23,-0.33,27,30
28063,2.53,7.58,-6.01,-0.38,-0.18,-0.31,22,24
28085,3.9,7.89,-5.96,-0.29,-0.07,-0.38,21,26
28108,2.46,7.18,-5.76,-0.26,0.1,-0.41,23,20
28131,3.01,8.6,-5.75,-0.19,0.15,-0.47,26,12
28153,3.05,7.95,-4.87,-0.02,0.33,-0.18,21,20
28176,4.12,7.72,-4.59,0.03,0.18,0.02,21,18
28198,4.53,6.9,-4.12,0.21,0.0,-0.18,25,18
28220,3.38,7.26,-4.24,0.59,-0.04,-0.13,21,21
28243,2.4,8.23,-6.53,0.44,-0.1,0.31,24,21
28265,3.16,9.11,-6.98,0.12,-0.01,0.7,21,22
28287,3.76,7.42,-6.3,-0.09,-0.04,0.8,21,19
28310,3.48,7.82,-6.59,-0.16,-0.11,0.57,25,18
28333,3.69,7.58,-6.01,0.04,-0.05,0.13,20,12
28355,2.91,8.09,-5.46,0.1,0.16,0.04,25,8
28377,3.93,7.69,-5.16,0.21,0.21,0.09,23,10
28399,5.37,8.01,-5.72,0.25,0.03,-0.21,23,9
28421,3.57,8.74,-4.44,0.44,-0.11,-0.28,21,9
28444,2.28,7.92,-6.06,0.52,-0.4,0.18,20,17
28466,3.78,6.87,-6.96,0.29,-0.29,0.43,21,12
28488,3.9,6.2,-7.57,0.01,-0.24,0.21,21,14
28510,3.29,6.23,-7.75,-0.28,-0.0,0.05,25,11
28532,3.58,6.45,-7.54,-0.53,0.19,-0.06,23,3
28555,3.84,6.47,-7.75,-1.02,0.34,-0.18,22,12
28578,4.87,6.26,-7.06,-0.44,0.07,0.04,23,23
28600,5.01,7.65,-4.85,-0.17,-0.01,0.08,21,25
28622,4.23,7.77,-4.74,0.02,0.0,-0.07,22,20
28644,3.51,7.92,-5.4,0.17,0.05,-0.1,22,20
28666,2.99,8.33,-5.53,0.32,0.33,0.01,22,14
28688,3.84,10.55,-3.79,0.71,0.28,0.15,22,6
28710,3.52,8.82,-2.44,1.74,-0.09,0.38,23,8
28732,4.02,6.1,-5.33,1.93,-0.12,0.68,22,11
28754,6.0,6.42,-6.94,1.85,0.04,0.53,22,12
28776,5.59,6.03,-6.48,1.74,-0.57,0.1,22,2
28798,4.59,5.69,-7.69,1.62,-1.07,-0.31,20,5
28821,4.64,5.56,-8.42,1.48,-1.37,-0.73,24,7
28844,4.91,5.41,-8.2,1.29,-1.97,-1.43,22,8
28867,5.14,6.61,-9.46,0.6,-2.16,-2.69,23,2
28890,3.91,6.49,-9.0,-0.21,-2.6,-3.63,20,5
28913,1.21,6.08,-8.1,-0.42,-2.4,-4.08,20,0
28936,0.54,5.79,-8.2,-0.56,-1.89,-4.38,22,4
28959,-0.06,4.26,-8.42,-1.01,-1.55,-4.6,24,3
28982,-0.86,3.15,-7.98,-1.68,-1.36,-4.83,22,3
29005,-1.2,1.32,-7.09,-2.17,-1.02,-4.96,20,10
29028,-2.26,2.17,-5.6,-2.3,-0.43,-5.17,22,2
29051,-3.5,1.92,-4.59,-2.1,-0.31,-5.55,19,13
29074,-5.97,1.42,-6.17,-2.29,-0.6,-5.95,21,8
29097,-8.56,0.54,-7.07,-2.66,-0.86,-5.38,21,7
